1092,1,1,2.60,0.00,-10.40,5.00,0.00,0.00,0.00,2.60,3.00,10.00,62.00,120.00,1.00
1092,2,2,5.80,0.00,-10.20,5.00,0.00,0.00,0.00,5.80,3.00,58.00,13.00,52.00,1.00
1092,3,3,9.70,0.00,-9.70,5.00,0.00,0.00,0.00,9.70,3.00,137.00,115.00,0.00,1.00
1092,4,4,13.10,0.00,-10.00,5.00,0.00,0.00,0.00,13.10,3.00,162.00,142.00,33.00,1.00
1092,5,5,16.30,0.00,-9.90,5.00,0.00,0.00,0.00,16.30,3.00,17.00,102.00,177.00,1.00
1092,6,6,19.90,0.00,-9.70,5.00,0.00,0.00,0.00,19.90,3.00,29.00,102.00,80.00,1.00
1092,7,7,22.40,0.00,-9.70,5.00,0.00,0.00,0.00,22.40,3.00,53.00,141.00,119.00,1.00
1092,8,8,26.20,0.00,-10.40,5.00,0.00,0.00,0.00,26.20,3.00,142.00,119.00,112.00,1.00
1092,9,9,30.50,0.00,-9.90,5.00,0.00,0.00,0.00,30.50,3.00,69.00,105.00,45.00,1.00
1092,10,10,34.60,0.00,-9.80,5.00,0.00,0.00,0.00,34.60,3.00,41.00,132.00,52.00,1.00
1092,11,11,38.80,0.00,-9.60,5.00,0.00,0.00,0.00,38.80,3.00,36.00,35.00,82.00,1.00
1092,12,12,41.90,0.00,-9.70,5.00,0.00,0.00,0.00,41.90,3.00,127.00,170.00,171.00,1.00
1092,13,13,46.10,0.00,-10.30,5.00,0.00,0.00,0.00,46.10,3.00,36.00,61.00,127.00,1.00
1092,14,14,48.70,0.00,-9.60,5.00,0.00,0.00,0.00,48.70,3.00,134.00,96.00,92.00,1.00
1092,15,15,52.10,0.00,-10.00,5.00,0.00,0.00,0.00,52.10,3.00,25.00,170.00,119.00,1.00
1092,16,16,54.80,0.00,-9.80,5.00,0.00,0.00,0.00,54.80,3.00,137.00,133.00,93.00,1.00
1092,17,17,59.00,0.00,-9.70,5.00,0.00,0.00,0.00,59.00,3.00,127.00,104.00,79.00,1.00
1092,18,18,61.90,0.00,-9.70,5.00,0.00,0.00,0.00,61.90,3.00,179.00,115.00,36.00,1.00
1092,19,19,66.00,0.00,-9.50,5.00,0.00,0.00,0.00,66.00,3.00,36.00,94.00,151.00,1.00
1092,20,20,70.10,0.00,-10.10,5.00,0.00,0.00,0.00,70.10,3.00,177.00,14.00,78.00,1.00
1092,21,21,70.10,0.00,-9.80,5.00,0.00,0.00,0.00,70.10,3.00,122.00,6.00,100.00,1.00
1092,22,22,70.10,0.00,-9.80,5.00,0.00,0.00,0.00,70.10,3.00,47.00,108.00,144.00,1.00
1092,23,23,70.10,0.00,-10.00,5.00,0.00,0.00,0.00,70.10,3.00,148.00,8.00,53.00,1.00
1092,24,24,60.50,0.00,-9.90,5.00,0.00,0.00,0.00,60.50,3.00,138.00,-2.00,43.00,1.00
1092,25,25,52.40,0.00,-9.90,5.00,0.00,0.00,0.00,52.40,3.00,128.00,-12.00,33.00,1.00
1092,26,26,39.50,0.00,-9.70,5.00,0.00,0.00,0.00,39.50,3.00,118.00,-22.00,23.00,1.00
1092,27,27,28.70,0.00,-10.10,5.00,0.00,0.00,0.00,28.70,3.00,108.00,-32.00,13.00,1.00
1092,28,28,17.00,0.00,-10.10,5.00,0.00,0.00,0.00,17.00,3.00,98.00,-42.00,3.00,1.00
1092,29,29,7.70,0.00,-9.80,5.00,0.00,0.00,0.00,7.70,3.00,88.00,-52.00,-7.00,1.00
