1092,1,1,3.70,0.00,-9.70,5.00,0.00,0.00,0.00,3.70,3.00,24.00,24.00,117.00,1.00
1092,2,2,6.50,0.00,-9.70,5.00,0.00,0.00,0.00,6.50,3.00,87.00,177.00,70.00,2.00
1092,3,3,10.60,0.00,-9.70,5.00,0.00,0.00,0.00,10.60,3.00,132.00,53.00,153.00,3.00
1092,4,4,14.00,0.00,-9.70,5.00,0.00,0.00,0.00,14.00,3.00,173.00,162.00,41.00,4.00
1092,5,5,17.00,0.00,-9.60,5.00,0.00,0.00,0.00,17.00,3.00,8.00,92.00,84.00,5.00
1092,6,6,20.70,0.00,-10.10,5.00,0.00,0.00,0.00,20.70,3.00,138.00,166.00,92.00,6.00
1092,7,7,23.30,0.00,-9.70,5.00,0.00,0.00,0.00,23.30,3.00,148.00,14.00,76.00,7.00
1092,8,8,27.20,0.00,-10.10,5.00,0.00,0.00,0.00,27.20,3.00,160.00,147.00,38.00,8.00
1092,9,9,31.00,0.00,-10.20,5.00,0.00,0.00,0.00,31.00,3.00,123.00,69.00,107.00,9.00
1092,10,10,35.00,0.00,-10.30,5.00,0.00,0.00,0.00,35.00,3.00,137.00,145.00,22.00,10.00
1092,11,11,38.60,0.00,-10.20,5.00,0.00,0.00,0.00,38.60,3.00,128.00,151.00,1.00,11.00
1092,12,12,41.30,0.00,-9.70,5.00,0.00,0.00,0.00,41.30,3.00,138.00,140.00,68.00,12.00
1092,13,13,44.90,0.00,-9.80,5.00,0.00,0.00,0.00,44.90,3.00,27.00,17.00,93.00,13.00
1092,14,14,47.80,0.00,-10.00,5.00,0.00,0.00,0.00,47.80,3.00,153.00,55.00,139.00,14.00
1092,15,15,51.10,0.00,-10.20,5.00,0.00,0.00,0.00,51.10,3.00,90.00,164.00,14.00,15.00
1092,16,16,54.20,0.00,-10.40,5.00,0.00,0.00,0.00,54.20,3.00,101.00,75.00,11.00,16.00
1092,17,17,57.00,0.00,-9.90,5.00,0.00,0.00,0.00,57.00,3.00,118.00,110.00,69.00,17.00
1092,18,18,60.10,0.00,-9.90,5.00,0.00,0.00,0.00,60.10,3.00,135.00,71.00,85.00,18.00
1092,19,19,62.60,0.00,-10.40,5.00,0.00,0.00,0.00,62.60,3.00,31.00,79.00,19.00,19.00
1092,20,20,65.10,0.00,-9.50,5.00,0.00,0.00,0.00,65.10,3.00,127.00,156.00,114.00,20.00
1092,21,21,65.10,0.00,-10.40,5.00,0.00,0.00,0.00,65.10,3.00,111.00,118.00,143.00,21.00
1092,22,22,65.10,0.00,-10.00,5.00,0.00,0.00,0.00,65.10,3.00,110.00,114.00,60.00,22.00
1092,23,23,65.10,0.00,-9.80,5.00,0.00,0.00,0.00,65.10,3.00,90.00,120.00,158.00,23.00
1092,24,24,54.00,0.00,-10.10,5.00,0.00,0.00,0.00,54.00,3.00,80.00,110.00,148.00,24.00
1092,25,25,46.20,0.00,-10.00,5.00,0.00,0.00,0.00,46.20,3.00,70.00,100.00,138.00,25.00
1092,26,26,33.30,0.00,-10.20,5.00,0.00,0.00,0.00,33.30,3.00,60.00,90.00,128.00,26.00
1092,27,27,20.70,0.00,-10.10,5.00,0.00,0.00,0.00,20.70,3.00,50.00,80.00,118.00,27.00
1092,28,28,7.50,0.00,-10.00,5.00,0.00,0.00,0.00,7.50,3.00,40.00,70.00,108.00,28.00
1092,29,29,-0.00,0.00,-10.00,5.00,0.00,0.00,0.00,-0.00,3.00,30.00,60.00,98.00,29.00
